sentence,annotation
Every year thousands of adventurers visit Mount Tai .,O O O O O O B-MOUNTAIN I-MOUNTAIN O
Surviving the night on Mount Aso requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The ecosystem around Mount Mikeno is home to various rare species .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Some say the spirits of past climbers still roam Finsteraarhorn .,O O O O O O O O O B-MOUNTAIN O
Mount Whitney offers breathtaking views of the surrounding landscapes .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The landscape around Mount Tabor changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The scenic views around Mount Mikeno attract travelers from far and wide .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The wildlife near Klyuchevskaya Volcano includes rare species like mountain goats and eagles .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The path up Concepción Volcano is marked with stunning rock formations .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The mountain range that includes Dunsinane is one of the longest in the world .,O O O O O B-MOUNTAIN O O O O O O O O O
The legend of Mount Merapi tells of lost travelers and hidden caves .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
People come from afar to witness the beauty of Mount Mitchell .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The climate on Iztaccíhuatl can change rapidly posing risks to climbers .,O O O B-MOUNTAIN O O O O O O O O
The rugged terrain of Mount Pelion demands skill and endurance from climbers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mount Kātrīnā is one of the most beautiful mountains in the world .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Öræfajökull is often referred to as the crown jewel of the region .,B-MOUNTAIN O O O O O O O O O O O O
People come from afar to witness the beauty of Mount Aspiring .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Legends say that spirits protect the summit of Mount Narodnaya .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Ben Nevis has been the site of many scientific studies due to its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Expeditions to High Point are often halted due to adverse weather .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
During the winter months Mount Babia becomes almost inaccessible .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The Mount Katahdin range stretches over a vast area .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Hiking to Finsteraarhorn s summit can take several days to accomplish .,O O B-MOUNTAIN O O O O O O O O O
Photographers travel to Mount Roman Kosh to capture its breathtaking views .,O O O O O O O O O O O O
Mount Pelion stands as a symbol of resilience and adventure .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Mount Rushmore is home to ancient rock formations that date back millennia .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The path to Mihintale is filled with both beauty and danger .,O O O B-MOUNTAIN O O O O O O O O
For centuries Maipo Volcano has attracted explorers from around the world .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Surviving the night on Mount Athos requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Many believe that Mount Nyiragongo holds hidden treasures within its caves .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The sheer size of Mount Rogers is awe inspiring to anyone who sees it .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Reaching Sabinio requires both mental and physical strength .,O B-MOUNTAIN O O O O O O O
Few places on Earth are as captivating as the Nanga Parbat .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The harsh conditions on Mount Nyiragongo are not for the faint hearted .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Travelers often share stories of their journey to Mount Wutai .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The paths leading up to Cotopaxi are winding and steep .,O O O O O B-MOUNTAIN O O O O O
Every step toward the summit of Botev tests one s willpower .,O O O O O O B-MOUNTAIN O O O O O
Climbing Dom is considered a rite of passage for experienced climbers .,O B-MOUNTAIN O O O O O O O O O O
Bihor Massif is a natural wonder that captures the imagination of all who visit .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
Hekla s slopes are covered with dense forests and flowing streams .,B-MOUNTAIN O O O O O O O O O O O
Travelers often share stories of their journey to Mount Gongga .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The beauty of Ben Wyvis is matched by the challenges it presents .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The landscape around Mount Kenya changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The flora and fauna on Margherita Peak are unique to its ecosystem .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Mount Tolima presents a unique challenge to those who attempt to conquer it .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Fan Si Peak is often referred to as the crown jewel of the region .,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
The landscape around Irazú Volcano changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The paths leading up to Mount Meru are winding and steep .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Hiking to Ben Cruachan s summit can take several days to accomplish .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Travelers often share stories of their journey to Mount Frissell .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Jungfrau has been a source of inspiration for poets and writers .,B-MOUNTAIN O O O O O O O O O O O
Every step toward the summit of Mount Nebo tests one s willpower .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The flora and fauna on Misti Volcano are unique to its ecosystem .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The history of Mount Logan is filled with stories of exploration and adventure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
During storms Dachstein becomes an even more formidable place .,O O B-MOUNTAIN O O O O O O O
Local communities revere Snowdon as a sacred mountain .,O O O B-MOUNTAIN O O O O O
People come from afar to witness the beauty of Teide Peak .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The path to Mount Koussi is filled with both beauty and danger .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The mist that surrounds Mount Pelion in the mornings adds to its mystique .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Anai Peak holds cultural significance to indigenous communities nearby .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The river that flows from Izalco Volcano provides life to the valleys below .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Local communities revere Sugar Loaf as a sacred mountain .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Hikers near Mount Suthep are advised to be cautious of sudden weather changes .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Those who climb Laki often speak of its spiritual energy .,O O O B-MOUNTAIN O O O O O O O
The landscape around Ciucaş changes dramatically with the seasons .,O O O B-MOUNTAIN O O O O O O
The mountain range that includes Popa Hill is one of the longest in the world .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Exploring the Tirich Mir can be a thrilling experience .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Mount Toubkal presents a unique challenge to those who attempt to conquer it .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Local legends claim that Öræfajökull has healing powers .,O O O O B-MOUNTAIN O O O O
Every step toward the summit of Mount Whitney tests one s willpower .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Mount Koussi is famous for its challenging climbing routes .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Madera Volcano has inspired countless works of art and literature .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The clouds often envelop Mont Blanc in a blanket of mist .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The rugged trails on Giant s Castle attract experienced hikers from around the world .,O O O O O O O O O O O O O O O
Mount Monadnock s slopes are covered with dense forests and flowing streams .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The journey to Mount Frissell requires careful planning and preparation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The river that flows from Mount Kinabalu provides life to the valleys below .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Many climbers dream of reaching the summit of Victory Peak .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
For centuries Margherita Peak has attracted explorers from around the world .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Sunrises and sunsets at Kanchenjunga are unforgettable experiences .,O O O O B-MOUNTAIN O O O O
Reaching the top of Mount Chélia is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
People come from around the globe to admire the grandeur of Mount Whitney .,O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The rocks on Triglav are treacherous and climbers must tread carefully .,O O O B-MOUNTAIN O O O O O O O O
Climbing Katla requires a lot of training and preparation .,O B-MOUNTAIN O O O O O O O O
Mount Suthep has unique geological features not found anywhere else .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Local legends claim that Durmitor has healing powers .,O O O O B-MOUNTAIN O O O O
The path up Mont Blanc is marked with stunning rock formations .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Ancient civilizations left their mark on the slopes of Mount Everest .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Local legends claim that Madera Volcano has healing powers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Local communities revere Mount Koussi as a sacred mountain .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Many have tried and failed to reach the top of Katla .,O O O O O O O O O O B-MOUNTAIN O
Mount Hood is one of the most beautiful mountains in the world .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Klyuchevskaya Volcano has a unique landscape compared to other mountains .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Ben Cruachan is one of the most beautiful mountains in the world .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Some say the spirits of past climbers still roam Popa Hill .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Climbing Mount Kōya requires a lot of training and preparation .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
People come from around the globe to admire the grandeur of Tirich Mir .,O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The ecosystem around Manāslu I is home to various rare species .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The forests surrounding Sassafras Mountain are filled with diverse wildlife .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The view from Mount Kōya s summit is worth the difficult journey .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Reaching the top of Denali is an achievement many aspire to .,O O O O B-MOUNTAIN O O O O O O O
Adam s Peak is a major landmark and a point of pride for the local community .,O O O O O O O O O O O O O O O O O
The journey to Katla requires careful planning and preparation .,O O O B-MOUNTAIN O O O O O O
The wildlife near Mount Merapi includes rare species like mountain goats and eagles .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The legend of Tajumulco Volcano tells of lost travelers and hidden caves .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Haleakala is known for its unpredictable weather and stunning views .,B-MOUNTAIN O O O O O O O O O O
For centuries Mount Nyiragongo has attracted explorers from around the world .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The surrounding area of Ben Cruachan is a haven for nature lovers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The climate on Vesuvius can change rapidly posing risks to climbers .,O O O B-MOUNTAIN O O O O O O O O
The ecosystem around Mount Kātrīnā is fragile and needs to be preserved .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The harsh conditions on Toluca are not for the faint hearted .,O O O O B-MOUNTAIN O O O O O O O
Hiking to Wasser Mountain s summit can take several days to accomplish .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The dense forests near Mount Apo add to its allure .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
For centuries Mount Nyamulagira has attracted explorers from around the world .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The path to Cho Oyu is filled with both beauty and danger .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Mount Roman Kosh has long been a place of pilgrimage for travelers and explorers .,O O O O O O O O O O O O O O O
The beauty of Mount Hood is matched by the challenges it presents .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The journey to Mauna Kea requires careful planning and preparation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Local legends claim that Mount Sinai has healing powers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Cho Oyu is known for its unpredictable weather and stunning views .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Those who climb Mount Wutai often speak of its spiritual energy .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Botev holds cultural significance to indigenous communities nearby .,B-MOUNTAIN O O O O O O O O
Many legends are told about the mysteries of Tirich Mir .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The landscape around Ol Doinyo Lengai changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
Reaching the top of Mount Kinabalu is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Doda Betta stands as a symbol of resilience and adventure .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The river that flows from Mount Aconcagua provides life to the valleys below .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Hikers near Iztaccíhuatl are advised to be cautious of sudden weather changes .,O O B-MOUNTAIN O O O O O O O O O O
The scenic views around Mount Elbrus attract travelers from far and wide .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Hikers near Mount Haltia are advised to be cautious of sudden weather changes .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The rocks on Mount Fuji are treacherous and climbers must tread carefully .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Mount Huila holds cultural significance to indigenous communities nearby .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Reaching the top of Mount Parnis is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
During certain times of the year Backbone Mountain is covered in beautiful wildflowers .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The paths leading up to Mount Hood are winding and steep .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Gran Paradiso holds cultural significance to indigenous communities nearby .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Mount Inthanon is home to ancient rock formations that date back millennia .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Reaching Mount Cook requires both mental and physical strength .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mount Parnassus is often referred to as the crown jewel of the region .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Dunsinane has been a source of inspiration for poets and writers .,B-MOUNTAIN O O O O O O O O O O O
Climbing Croagh Patrick is considered a rite of passage for experienced climbers .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The forests surrounding Imeni Ismail Samani Peak are filled with diverse wildlife .,O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
The slopes of Mount Bogong are covered with diverse vegetation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Those who climb Montserrat often speak of its spiritual energy .,O O O B-MOUNTAIN O O O O O O O
Lenin Peak is a major landmark and a point of pride for the local community .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Reaching the top of Mount Elbert is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Some say the spirits of past climbers still roam Mount Canlaon .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Every step toward the summit of Mount Roman Kosh tests one s willpower .,O O O O O O O O O O O O O O
During storms Mount Helicon becomes an even more formidable place .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
